Entity,Code,Date,Total confirmed cases of COVID-19 (cases)
Uzbekistan,UZB,"Mar 29, 2020",133
Uzbekistan,UZB,"Mar 30, 2020",145
Uzbekistan,UZB,"Mar 31, 2020",149
Uzbekistan,UZB,"Apr 1, 2020",173
Uzbekistan,UZB,"Apr 2, 2020",187
Uzbekistan,UZB,"Apr 3, 2020",190
Uzbekistan,UZB,"Apr 4, 2020",227
Uzbekistan,UZB,"Apr 5, 2020",266
Uzbekistan,UZB,"Apr 6, 2020",342
Uzbekistan,UZB,"Apr 7, 2020",397
Uzbekistan,UZB,"Apr 8, 2020",504
Uzbekistan,UZB,"Apr 9, 2020",555
Uzbekistan,UZB,"Apr 10, 2020",582
Uzbekistan,UZB,"Apr 11, 2020",624
Uzbekistan,UZB,"Apr 12, 2020",796
Uzbekistan,UZB,"Apr 13, 2020",865
Uzbekistan,UZB,"Apr 14, 2020",998
Uzbekistan,UZB,"Apr 15, 2020",1165
Uzbekistan,UZB,"Apr 16, 2020",1302
Uzbekistan,UZB,"Apr 17, 2020",1380
Uzbekistan,UZB,"Apr 18, 2020",1450
Uzbekistan,UZB,"Apr 19, 2020",1495
Uzbekistan,UZB,"Apr 20, 2020",1565
Uzbekistan,UZB,"Apr 21, 2020",1657
Uzbekistan,UZB,"Apr 22, 2020",1692
Uzbekistan,UZB,"Apr 23, 2020",1716
Uzbekistan,UZB,"Apr 24, 2020",1778
Uzbekistan,UZB,"Apr 25, 2020",1836
Uzbekistan,UZB,"Apr 26, 2020",1865
Uzbekistan,UZB,"Apr 27, 2020",1887
Uzbekistan,UZB,"Apr 28, 2020",1904
Uzbekistan,UZB,"Apr 29, 2020",1939
Uzbekistan,UZB,"Apr 30, 2020",2002
Uzbekistan,UZB,"May 1, 2020",2046
Uzbekistan,UZB,"May 2, 2020",2094
Uzbekistan,UZB,"May 3, 2020",2127
Uzbekistan,UZB,"May 4, 2020",2149
Uzbekistan,UZB,"May 5, 2020",2189
Uzbekistan,UZB,"May 6, 2020",2207
Uzbekistan,UZB,"May 7, 2020",2233
Uzbekistan,UZB,"May 8, 2020",2298
Uzbekistan,UZB,"May 9, 2020",2336
Uzbekistan,UZB,"May 10, 2020",2387
Uzbekistan,UZB,"May 11, 2020",2418
Uzbekistan,UZB,"May 12, 2020",2509
Uzbekistan,UZB,"May 13, 2020",2547
Uzbekistan,UZB,"May 14, 2020",2612
Uzbekistan,UZB,"May 15, 2020",2645
Uzbekistan,UZB,"May 16, 2020",2691
Uzbekistan,UZB,"May 17, 2020",2741
Uzbekistan,UZB,"May 18, 2020",2753
Uzbekistan,UZB,"May 19, 2020",2802
Uzbekistan,UZB,"May 20, 2020",2880
Uzbekistan,UZB,"May 21, 2020",2950
Uzbekistan,UZB,"May 22, 2020",3006
Uzbekistan,UZB,"May 23, 2020",3078
Uzbekistan,UZB,"May 24, 2020",3132
Uzbekistan,UZB,"May 25, 2020",3164
Uzbekistan,UZB,"May 26, 2020",3261
Uzbekistan,UZB,"May 27, 2020",3333
Uzbekistan,UZB,"May 28, 2020",3333
Uzbekistan,UZB,"May 29, 2020",3444
Uzbekistan,UZB,"May 30, 2020",3513
Uzbekistan,UZB,"May 31, 2020",3554
Uzbekistan,UZB,"Jun 1, 2020",3662
Uzbekistan,UZB,"Jun 2, 2020",3718
Uzbekistan,UZB,"Jun 3, 2020",3769
Uzbekistan,UZB,"Jun 4, 2020",3874
Uzbekistan,UZB,"Jun 5, 2020",3965
Uzbekistan,UZB,"Jun 6, 2020",4022
Uzbekistan,UZB,"Jun 7, 2020",4181
Uzbekistan,UZB,"Jun 8, 2020",4352
Uzbekistan,UZB,"Jun 9, 2020",4448
Uzbekistan,UZB,"Jun 10, 2020",4547
Uzbekistan,UZB,"Jun 11, 2020",4695
Uzbekistan,UZB,"Jun 12, 2020",4819
Uzbekistan,UZB,"Jun 13, 2020",4901
Uzbekistan,UZB,"Jun 14, 2020",4994
Uzbekistan,UZB,"Jun 15, 2020",5103
Uzbekistan,UZB,"Jun 16, 2020",5293
Uzbekistan,UZB,"Jun 17, 2020",5561
Uzbekistan,UZB,"Jun 18, 2020",5697
Uzbekistan,UZB,"Jun 19, 2020",5855
Uzbekistan,UZB,"Jun 20, 2020",6025
Uzbekistan,UZB,"Jun 21, 2020",6216
Uzbekistan,UZB,"Jun 22, 2020",6358
Uzbekistan,UZB,"Jun 23, 2020",6500
Uzbekistan,UZB,"Jun 24, 2020",6755
Uzbekistan,UZB,"Jun 25, 2020",6990
Uzbekistan,UZB,"Jun 26, 2020",7228
Uzbekistan,UZB,"Jun 27, 2020",7490
Uzbekistan,UZB,"Jun 28, 2020",7725
Uzbekistan,UZB,"Jun 29, 2020",8031
Uzbekistan,UZB,"Jun 30, 2020",8298
Uzbekistan,UZB,"Jul 1, 2020",8627
Uzbekistan,UZB,"Jul 2, 2020",8904
Uzbekistan,UZB,"Jul 3, 2020",9199
Vatican,VAT,"Mar 7, 2020",1
Vatican,VAT,"Mar 16, 2020",1
Vatican,VAT,"Mar 17, 2020",1
Vatican,VAT,"Mar 18, 2020",1
Vatican,VAT,"Mar 19, 2020",1
Vatican,VAT,"Mar 20, 2020",1
Vatican,VAT,"Mar 21, 2020",1
Vatican,VAT,"Mar 22, 2020",1
Vatican,VAT,"Mar 23, 2020",1
Vatican,VAT,"Mar 24, 2020",1
Vatican,VAT,"Mar 25, 2020",1
Vatican,VAT,"Mar 26, 2020",1
Vatican,VAT,"Mar 27, 2020",5
Vatican,VAT,"Mar 28, 2020",5
Vatican,VAT,"Mar 29, 2020",6
Vatican,VAT,"Mar 30, 2020",6
Vatican,VAT,"Mar 31, 2020",6
Vatican,VAT,"Apr 1, 2020",6
Vatican,VAT,"Apr 2, 2020",6
Vatican,VAT,"Apr 3, 2020",6
Vatican,VAT,"Apr 4, 2020",7
Vatican,VAT,"Apr 5, 2020",7
Vatican,VAT,"Apr 6, 2020",7
Vatican,VAT,"Apr 7, 2020",7
Vatican,VAT,"Apr 8, 2020",7
Vatican,VAT,"Apr 9, 2020",8
Vatican,VAT,"Apr 10, 2020",8
Vatican,VAT,"Apr 11, 2020",8
Vatican,VAT,"Apr 12, 2020",8
Vatican,VAT,"Apr 13, 2020",8
Vatican,VAT,"Apr 14, 2020",8
Vatican,VAT,"Apr 15, 2020",8
Vatican,VAT,"Apr 16, 2020",8
Vatican,VAT,"Apr 17, 2020",8
Vatican,VAT,"Apr 18, 2020",8
Vatican,VAT,"Apr 19, 2020",8
Vatican,VAT,"Apr 20, 2020",8
Vatican,VAT,"Apr 21, 2020",9
Vatican,VAT,"Apr 22, 2020",9
Vatican,VAT,"Apr 23, 2020",9
Vatican,VAT,"Apr 24, 2020",9
Vatican,VAT,"Apr 25, 2020",9
Vatican,VAT,"Apr 26, 2020",9
Vatican,VAT,"Apr 27, 2020",9
Vatican,VAT,"Apr 28, 2020",9
Vatican,VAT,"Apr 29, 2020",9
Vatican,VAT,"Apr 30, 2020",10
Vatican,VAT,"May 1, 2020",11
Vatican,VAT,"May 2, 2020",11
Vatican,VAT,"May 3, 2020",11
Vatican,VAT,"May 4, 2020",11
Vatican,VAT,"May 5, 2020",11
Vatican,VAT,"May 6, 2020",11
Vatican,VAT,"May 7, 2020",12
Vatican,VAT,"May 8, 2020",12
Vatican,VAT,"May 9, 2020",12
Vatican,VAT,"May 10, 2020",12
Vatican,VAT,"May 11, 2020",12
Vatican,VAT,"May 12, 2020",12
Vatican,VAT,"May 13, 2020",12
Vatican,VAT,"May 14, 2020",12
Vatican,VAT,"May 15, 2020",12
Vatican,VAT,"May 16, 2020",12
Vatican,VAT,"May 17, 2020",12
Vatican,VAT,"May 18, 2020",12
Vatican,VAT,"May 19, 2020",12
Vatican,VAT,"May 20, 2020",12
Vatican,VAT,"May 21, 2020",12
Vatican,VAT,"May 22, 2020",12
Vatican,VAT,"May 23, 2020",12
Vatican,VAT,"May 24, 2020",12
Vatican,VAT,"May 25, 2020",12
Vatican,VAT,"May 26, 2020",12
Vatican,VAT,"May 27, 2020",12
Vatican,VAT,"May 28, 2020",12
Vatican,VAT,"May 29, 2020",12
Vatican,VAT,"May 30, 2020",12
Vatican,VAT,"May 31, 2020",12
Vatican,VAT,"Jun 1, 2020",12
Vatican,VAT,"Jun 2, 2020",12
Vatican,VAT,"Jun 3, 2020",12
Vatican,VAT,"Jun 4, 2020",12
Vatican,VAT,"Jun 5, 2020",12
Vatican,VAT,"Jun 6, 2020",12
Vatican,VAT,"Jun 7, 2020",12
Vatican,VAT,"Jun 8, 2020",12
Vatican,VAT,"Jun 9, 2020",12
Vatican,VAT,"Jun 10, 2020",12
Vatican,VAT,"Jun 11, 2020",12
Vatican,VAT,"Jun 12, 2020",12
Vatican,VAT,"Jun 13, 2020",12
Vatican,VAT,"Jun 14, 2020",12
Vatican,VAT,"Jun 15, 2020",12
Vatican,VAT,"Jun 16, 2020",12
Vatican,VAT,"Jun 17, 2020",12
Vatican,VAT,"Jun 18, 2020",12
Vatican,VAT,"Jun 19, 2020",12
Vatican,VAT,"Jun 20, 2020",12
Vatican,VAT,"Jun 21, 2020",12
Vatican,VAT,"Jun 22, 2020",12
Vatican,VAT,"Jun 23, 2020",12
Vatican,VAT,"Jun 24, 2020",12
Vatican,VAT,"Jun 25, 2020",12
Vatican,VAT,"Jun 26, 2020",12
Vatican,VAT,"Jun 27, 2020",12
Vatican,VAT,"Jun 28, 2020",12
Vatican,VAT,"Jun 29, 2020",12
Vatican,VAT,"Jun 30, 2020",12
Vatican,VAT,"Jul 1, 2020",12
Vatican,VAT,"Jul 2, 2020",12
Vatican,VAT,"Jul 3, 2020",12
Venezuela,VEN,"Mar 15, 2020",10
Venezuela,VEN,"Mar 16, 2020",15
Venezuela,VEN,"Mar 17, 2020",33
Venezuela,VEN,"Mar 18, 2020",33
Venezuela,VEN,"Mar 19, 2020",33
Venezuela,VEN,"Mar 20, 2020",33
Venezuela,VEN,"Mar 21, 2020",36
Venezuela,VEN,"Mar 22, 2020",36
Venezuela,VEN,"Mar 23, 2020",36
Venezuela,VEN,"Mar 24, 2020",84
Venezuela,VEN,"Mar 25, 2020",91
Venezuela,VEN,"Mar 26, 2020",106
Venezuela,VEN,"Mar 27, 2020",107
Venezuela,VEN,"Mar 28, 2020",119
Venezuela,VEN,"Mar 29, 2020",119
Venezuela,VEN,"Mar 30, 2020",119
Venezuela,VEN,"Mar 31, 2020",135
Venezuela,VEN,"Apr 1, 2020",135
Venezuela,VEN,"Apr 2, 2020",143
Venezuela,VEN,"Apr 3, 2020",144
Venezuela,VEN,"Apr 4, 2020",144
Venezuela,VEN,"Apr 5, 2020",144
Venezuela,VEN,"Apr 6, 2020",148
Venezuela,VEN,"Apr 7, 2020",159
Venezuela,VEN,"Apr 8, 2020",166
Venezuela,VEN,"Apr 9, 2020",167
Venezuela,VEN,"Apr 10, 2020",171
Venezuela,VEN,"Apr 11, 2020",175
Venezuela,VEN,"Apr 12, 2020",175
Venezuela,VEN,"Apr 13, 2020",181
Venezuela,VEN,"Apr 14, 2020",189
Venezuela,VEN,"Apr 15, 2020",193
Venezuela,VEN,"Apr 16, 2020",197
Venezuela,VEN,"Apr 17, 2020",204
Venezuela,VEN,"Apr 18, 2020",227
Venezuela,VEN,"Apr 19, 2020",227
Venezuela,VEN,"Apr 20, 2020",256
Venezuela,VEN,"Apr 21, 2020",256
Venezuela,VEN,"Apr 22, 2020",285
Venezuela,VEN,"Apr 23, 2020",288
Venezuela,VEN,"Apr 24, 2020",298
Venezuela,VEN,"Apr 25, 2020",318
Venezuela,VEN,"Apr 26, 2020",323
Venezuela,VEN,"Apr 27, 2020",325
Venezuela,VEN,"Apr 28, 2020",329
Venezuela,VEN,"Apr 29, 2020",329
Venezuela,VEN,"Apr 30, 2020",331
Venezuela,VEN,"May 1, 2020",333
Venezuela,VEN,"May 2, 2020",335
Venezuela,VEN,"May 3, 2020",345
Venezuela,VEN,"May 4, 2020",357
Venezuela,VEN,"May 5, 2020",361
Venezuela,VEN,"May 6, 2020",367
Venezuela,VEN,"May 7, 2020",379
Venezuela,VEN,"May 8, 2020",381
Venezuela,VEN,"May 9, 2020",388
Venezuela,VEN,"May 10, 2020",402
Venezuela,VEN,"May 11, 2020",414
Venezuela,VEN,"May 12, 2020",422
Venezuela,VEN,"May 13, 2020",423
Venezuela,VEN,"May 14, 2020",440
Venezuela,VEN,"May 15, 2020",455
Venezuela,VEN,"May 16, 2020",459
Venezuela,VEN,"May 17, 2020",504
Venezuela,VEN,"May 18, 2020",541
Venezuela,VEN,"May 19, 2020",618
Venezuela,VEN,"May 20, 2020",749
Venezuela,VEN,"May 21, 2020",824
Venezuela,VEN,"May 22, 2020",882
Venezuela,VEN,"May 23, 2020",944
Venezuela,VEN,"May 24, 2020",944
Venezuela,VEN,"May 25, 2020",1121
Venezuela,VEN,"May 26, 2020",1177
Venezuela,VEN,"May 27, 2020",1211
Venezuela,VEN,"May 28, 2020",1245
Venezuela,VEN,"May 29, 2020",1327
Venezuela,VEN,"May 30, 2020",1369
Venezuela,VEN,"May 31, 2020",1459
Venezuela,VEN,"Jun 1, 2020",1510
Venezuela,VEN,"Jun 2, 2020",1662
Venezuela,VEN,"Jun 3, 2020",1819
Venezuela,VEN,"Jun 4, 2020",1952
Venezuela,VEN,"Jun 5, 2020",2087
Venezuela,VEN,"Jun 6, 2020",2145
Venezuela,VEN,"Jun 7, 2020",2316
Venezuela,VEN,"Jun 8, 2020",2377
Venezuela,VEN,"Jun 9, 2020",2473
Venezuela,VEN,"Jun 10, 2020",2632
Venezuela,VEN,"Jun 11, 2020",2738
Venezuela,VEN,"Jun 12, 2020",2814
Venezuela,VEN,"Jun 13, 2020",2879
Venezuela,VEN,"Jun 14, 2020",2904
Venezuela,VEN,"Jun 15, 2020",2978
Venezuela,VEN,"Jun 16, 2020",3062
Venezuela,VEN,"Jun 17, 2020",3150
Venezuela,VEN,"Jun 19, 2020",3484
Venezuela,VEN,"Jun 20, 2020",3591
Venezuela,VEN,"Jun 21, 2020",3790
Venezuela,VEN,"Jun 22, 2020",3918
Venezuela,VEN,"Jun 23, 2020",4048
Venezuela,VEN,"Jun 24, 2020",4186
Venezuela,VEN,"Jun 25, 2020",4365
Venezuela,VEN,"Jun 26, 2020",4563
Venezuela,VEN,"Jun 27, 2020",4779
Venezuela,VEN,"Jun 28, 2020",5130
Venezuela,VEN,"Jun 29, 2020",5297
Venezuela,VEN,"Jun 30, 2020",5530
Venezuela,VEN,"Jul 1, 2020",5832
Venezuela,VEN,"Jul 2, 2020",6062
Venezuela,VEN,"Jul 3, 2020",6273
Vietnam,VNM,"Dec 31, 2019",0
Vietnam,VNM,"Jan 1, 2020",0
Vietnam,VNM,"Jan 2, 2020",0
Vietnam,VNM,"Jan 3, 2020",0
Vietnam,VNM,"Jan 4, 2020",0
Vietnam,VNM,"Jan 5, 2020",0
Vietnam,VNM,"Jan 6, 2020",0
Vietnam,VNM,"Jan 7, 2020",0
Vietnam,VNM,"Jan 8, 2020",0
Vietnam,VNM,"Jan 9, 2020",0
Vietnam,VNM,"Jan 10, 2020",0
Vietnam,VNM,"Jan 11, 2020",0
Vietnam,VNM,"Jan 12, 2020",0
Vietnam,VNM,"Jan 13, 2020",0
Vietnam,VNM,"Jan 14, 2020",0
Vietnam,VNM,"Jan 15, 2020",0
Vietnam,VNM,"Jan 16, 2020",0
Vietnam,VNM,"Jan 17, 2020",0
Vietnam,VNM,"Jan 18, 2020",0
Vietnam,VNM,"Jan 19, 2020",0
Vietnam,VNM,"Jan 20, 2020",0
Vietnam,VNM,"Jan 21, 2020",0
Vietnam,VNM,"Jan 22, 2020",0
Vietnam,VNM,"Jan 23, 2020",0
Vietnam,VNM,"Jan 24, 2020",2
Vietnam,VNM,"Jan 25, 2020",2
Vietnam,VNM,"Jan 26, 2020",2
Vietnam,VNM,"Jan 27, 2020",2
Vietnam,VNM,"Jan 28, 2020",2
Vietnam,VNM,"Jan 29, 2020",2
Vietnam,VNM,"Jan 30, 2020",2
Vietnam,VNM,"Jan 31, 2020",5
Vietnam,VNM,"Feb 1, 2020",5
Vietnam,VNM,"Feb 2, 2020",7
Vietnam,VNM,"Feb 3, 2020",8
Vietnam,VNM,"Feb 4, 2020",9
Vietnam,VNM,"Feb 5, 2020",10
Vietnam,VNM,"Feb 6, 2020",10
Vietnam,VNM,"Feb 7, 2020",12
Vietnam,VNM,"Feb 8, 2020",13
Vietnam,VNM,"Feb 9, 2020",14
Vietnam,VNM,"Feb 10, 2020",14
Vietnam,VNM,"Feb 11, 2020",15
Vietnam,VNM,"Feb 12, 2020",15
Vietnam,VNM,"Feb 13, 2020",16
Vietnam,VNM,"Feb 14, 2020",16
Vietnam,VNM,"Feb 15, 2020",16
Vietnam,VNM,"Feb 16, 2020",16
Vietnam,VNM,"Feb 17, 2020",16
Vietnam,VNM,"Feb 18, 2020",16
Vietnam,VNM,"Feb 19, 2020",16
Vietnam,VNM,"Feb 20, 2020",16
Vietnam,VNM,"Feb 21, 2020",16
Vietnam,VNM,"Feb 22, 2020",16
Vietnam,VNM,"Feb 23, 2020",16
Vietnam,VNM,"Feb 24, 2020",16
Vietnam,VNM,"Feb 25, 2020",16
Vietnam,VNM,"Feb 26, 2020",16
Vietnam,VNM,"Feb 27, 2020",16
Vietnam,VNM,"Feb 28, 2020",16
Vietnam,VNM,"Feb 29, 2020",16
Vietnam,VNM,"Mar 1, 2020",16
Vietnam,VNM,"Mar 2, 2020",16
Vietnam,VNM,"Mar 7, 2020",17
Vietnam,VNM,"Mar 8, 2020",21
Vietnam,VNM,"Mar 9, 2020",30
Vietnam,VNM,"Mar 10, 2020",34
Vietnam,VNM,"Mar 11, 2020",38
Vietnam,VNM,"Mar 12, 2020",39
Vietnam,VNM,"Mar 13, 2020",44
Vietnam,VNM,"Mar 14, 2020",53
Vietnam,VNM,"Mar 15, 2020",53
Vietnam,VNM,"Mar 16, 2020",57
Vietnam,VNM,"Mar 17, 2020",61
Vietnam,VNM,"Mar 18, 2020",68
Vietnam,VNM,"Mar 19, 2020",76
Vietnam,VNM,"Mar 20, 2020",87
Vietnam,VNM,"Mar 21, 2020",88
Vietnam,VNM,"Mar 22, 2020",95
Vietnam,VNM,"Mar 23, 2020",121
Vietnam,VNM,"Mar 24, 2020",132
Vietnam,VNM,"Mar 25, 2020",137
Vietnam,VNM,"Mar 26, 2020",153
Vietnam,VNM,"Mar 27, 2020",163
Vietnam,VNM,"Mar 28, 2020",171
Vietnam,VNM,"Mar 29, 2020",188
Vietnam,VNM,"Mar 30, 2020",203
Vietnam,VNM,"Mar 31, 2020",206
Vietnam,VNM,"Apr 1, 2020",212
Vietnam,VNM,"Apr 2, 2020",233
Vietnam,VNM,"Apr 3, 2020",236
Vietnam,VNM,"Apr 4, 2020",240
Vietnam,VNM,"Apr 5, 2020",241
Vietnam,VNM,"Apr 6, 2020",245
Vietnam,VNM,"Apr 7, 2020",251
Vietnam,VNM,"Apr 8, 2020",251
Vietnam,VNM,"Apr 9, 2020",255
Vietnam,VNM,"Apr 10, 2020",257
Vietnam,VNM,"Apr 11, 2020",258
Vietnam,VNM,"Apr 12, 2020",262
Vietnam,VNM,"Apr 13, 2020",264
Vietnam,VNM,"Apr 14, 2020",267
Vietnam,VNM,"Apr 15, 2020",268
Vietnam,VNM,"Apr 16, 2020",268
Vietnam,VNM,"Apr 17, 2020",268
Vietnam,VNM,"Apr 18, 2020",268
Vietnam,VNM,"Apr 19, 2020",268
Vietnam,VNM,"Apr 20, 2020",268
Vietnam,VNM,"Apr 21, 2020",268
Vietnam,VNM,"Apr 22, 2020",268
Vietnam,VNM,"Apr 23, 2020",268
Vietnam,VNM,"Apr 24, 2020",270
Vietnam,VNM,"Apr 25, 2020",270
Vietnam,VNM,"Apr 26, 2020",270
Vietnam,VNM,"Apr 27, 2020",270
Vietnam,VNM,"Apr 28, 2020",270
Vietnam,VNM,"Apr 29, 2020",270
Vietnam,VNM,"Apr 30, 2020",270
Vietnam,VNM,"May 1, 2020",270
Vietnam,VNM,"May 2, 2020",270
Vietnam,VNM,"May 3, 2020",270
Vietnam,VNM,"May 4, 2020",271
Vietnam,VNM,"May 5, 2020",271
Vietnam,VNM,"May 6, 2020",271
Vietnam,VNM,"May 7, 2020",271
Vietnam,VNM,"May 8, 2020",288
Vietnam,VNM,"May 9, 2020",288
Vietnam,VNM,"May 10, 2020",288
Vietnam,VNM,"May 11, 2020",288
Vietnam,VNM,"May 12, 2020",288
Vietnam,VNM,"May 13, 2020",288
Vietnam,VNM,"May 14, 2020",288
Vietnam,VNM,"May 15, 2020",312
Vietnam,VNM,"May 16, 2020",313
Vietnam,VNM,"May 17, 2020",318
Vietnam,VNM,"May 18, 2020",320
Vietnam,VNM,"May 19, 2020",324
Vietnam,VNM,"May 20, 2020",324
Vietnam,VNM,"May 21, 2020",324
Vietnam,VNM,"May 22, 2020",324
Vietnam,VNM,"May 23, 2020",324
Vietnam,VNM,"May 24, 2020",324
Vietnam,VNM,"May 25, 2020",325
Vietnam,VNM,"May 26, 2020",326
Vietnam,VNM,"May 27, 2020",327
Vietnam,VNM,"May 28, 2020",327
Vietnam,VNM,"May 29, 2020",327
Vietnam,VNM,"May 30, 2020",327
Vietnam,VNM,"May 31, 2020",327
Vietnam,VNM,"Jun 1, 2020",328
Vietnam,VNM,"Jun 2, 2020",328
Vietnam,VNM,"Jun 3, 2020",328
Vietnam,VNM,"Jun 4, 2020",328
Vietnam,VNM,"Jun 5, 2020",328
Vietnam,VNM,"Jun 6, 2020",329
Vietnam,VNM,"Jun 7, 2020",329
Vietnam,VNM,"Jun 8, 2020",331
Vietnam,VNM,"Jun 9, 2020",332
Vietnam,VNM,"Jun 10, 2020",332
Vietnam,VNM,"Jun 11, 2020",332
Vietnam,VNM,"Jun 12, 2020",332
Vietnam,VNM,"Jun 13, 2020",333
Vietnam,VNM,"Jun 14, 2020",334
Vietnam,VNM,"Jun 15, 2020",334
Vietnam,VNM,"Jun 16, 2020",334
Vietnam,VNM,"Jun 17, 2020",335
Vietnam,VNM,"Jun 18, 2020",335
Vietnam,VNM,"Jun 19, 2020",342
Vietnam,VNM,"Jun 20, 2020",349
Vietnam,VNM,"Jun 21, 2020",349
Vietnam,VNM,"Jun 22, 2020",349
Vietnam,VNM,"Jun 23, 2020",349
Vietnam,VNM,"Jun 24, 2020",349
Vietnam,VNM,"Jun 25, 2020",352
Vietnam,VNM,"Jun 26, 2020",352
Vietnam,VNM,"Jun 27, 2020",353
Vietnam,VNM,"Jun 28, 2020",354
Vietnam,VNM,"Jun 29, 2020",355
Vietnam,VNM,"Jun 30, 2020",355
Vietnam,VNM,"Jul 1, 2020",355
Vietnam,VNM,"Jul 2, 2020",355
Vietnam,VNM,"Jul 3, 2020",355
Western Sahara,ESH,"Apr 26, 2020",6
Western Sahara,ESH,"Apr 27, 2020",6
Western Sahara,ESH,"Apr 28, 2020",6
Western Sahara,ESH,"Apr 29, 2020",6
Western Sahara,ESH,"Apr 30, 2020",6
Western Sahara,ESH,"May 1, 2020",6
Western Sahara,ESH,"May 2, 2020",6
Western Sahara,ESH,"May 3, 2020",6
Western Sahara,ESH,"May 4, 2020",6
Western Sahara,ESH,"May 5, 2020",6
Western Sahara,ESH,"May 6, 2020",6
Western Sahara,ESH,"May 7, 2020",6
Western Sahara,ESH,"May 8, 2020",6
Western Sahara,ESH,"May 9, 2020",6
Western Sahara,ESH,"May 10, 2020",6
Western Sahara,ESH,"May 11, 2020",6
Western Sahara,ESH,"May 12, 2020",6
Western Sahara,ESH,"May 13, 2020",6
Western Sahara,ESH,"May 14, 2020",6
Western Sahara,ESH,"May 15, 2020",6
Western Sahara,ESH,"May 16, 2020",6
Western Sahara,ESH,"May 17, 2020",6
Western Sahara,ESH,"May 18, 2020",6
Western Sahara,ESH,"May 19, 2020",6
Western Sahara,ESH,"May 20, 2020",6
Western Sahara,ESH,"May 21, 2020",6
Western Sahara,ESH,"May 22, 2020",6
Western Sahara,ESH,"May 23, 2020",6
Western Sahara,ESH,"May 24, 2020",6
Western Sahara,ESH,"May 25, 2020",6
Western Sahara,ESH,"May 26, 2020",6
Western Sahara,ESH,"May 27, 2020",6
Western Sahara,ESH,"May 28, 2020",6
Western Sahara,ESH,"May 29, 2020",6
Western Sahara,ESH,"May 30, 2020",23
Western Sahara,ESH,"May 31, 2020",23
Western Sahara,ESH,"Jun 1, 2020",23
Western Sahara,ESH,"Jun 2, 2020",23
Western Sahara,ESH,"Jun 3, 2020",23
Western Sahara,ESH,"Jun 4, 2020",23
Western Sahara,ESH,"Jun 5, 2020",23
Western Sahara,ESH,"Jun 6, 2020",23
Western Sahara,ESH,"Jun 7, 2020",23
Western Sahara,ESH,"Jun 8, 2020",23
Western Sahara,ESH,"Jun 9, 2020",23
Western Sahara,ESH,"Jun 10, 2020",23
Western Sahara,ESH,"Jun 11, 2020",23
Western Sahara,ESH,"Jun 12, 2020",23
Western Sahara,ESH,"Jun 13, 2020",23
Western Sahara,ESH,"Jun 14, 2020",23
Western Sahara,ESH,"Jun 15, 2020",23
Western Sahara,ESH,"Jun 16, 2020",23
Western Sahara,ESH,"Jun 17, 2020",23
Western Sahara,ESH,"Jun 18, 2020",23
Western Sahara,ESH,"Jun 19, 2020",23
Western Sahara,ESH,"Jun 20, 2020",25
Western Sahara,ESH,"Jun 21, 2020",25
Western Sahara,ESH,"Jun 22, 2020",25
Western Sahara,ESH,"Jun 23, 2020",25
Western Sahara,ESH,"Jun 24, 2020",25
Western Sahara,ESH,"Jun 25, 2020",25
Western Sahara,ESH,"Jun 26, 2020",25
Western Sahara,ESH,"Jun 27, 2020",25
Western Sahara,ESH,"Jun 28, 2020",208
Western Sahara,ESH,"Jun 29, 2020",208
Western Sahara,ESH,"Jun 30, 2020",208
Western Sahara,ESH,"Jul 1, 2020",380
Western Sahara,ESH,"Jul 2, 2020",461
Western Sahara,ESH,"Jul 3, 2020",461
World,OWID_WRL,"Dec 31, 2019",27
World,OWID_WRL,"Jan 1, 2020",27
World,OWID_WRL,"Jan 2, 2020",27
World,OWID_WRL,"Jan 3, 2020",44
World,OWID_WRL,"Jan 4, 2020",44
World,OWID_WRL,"Jan 5, 2020",59
World,OWID_WRL,"Jan 6, 2020",59
World,OWID_WRL,"Jan 7, 2020",59
World,OWID_WRL,"Jan 8, 2020",59
World,OWID_WRL,"Jan 9, 2020",59
World,OWID_WRL,"Jan 10, 2020",59
World,OWID_WRL,"Jan 11, 2020",59
World,OWID_WRL,"Jan 12, 2020",59
World,OWID_WRL,"Jan 13, 2020",60
World,OWID_WRL,"Jan 14, 2020",60
World,OWID_WRL,"Jan 15, 2020",61
World,OWID_WRL,"Jan 16, 2020",61
World,OWID_WRL,"Jan 17, 2020",66
World,OWID_WRL,"Jan 18, 2020",83
World,OWID_WRL,"Jan 19, 2020",219
World,OWID_WRL,"Jan 20, 2020",239
World,OWID_WRL,"Jan 21, 2020",392
World,OWID_WRL,"Jan 22, 2020",534
World,OWID_WRL,"Jan 23, 2020",631
World,OWID_WRL,"Jan 24, 2020",897
World,OWID_WRL,"Jan 25, 2020",1350
World,OWID_WRL,"Jan 26, 2020",2023
World,OWID_WRL,"Jan 27, 2020",2820
World,OWID_WRL,"Jan 28, 2020",4587
World,OWID_WRL,"Jan 29, 2020",6067
World,OWID_WRL,"Jan 30, 2020",7823
World,OWID_WRL,"Jan 31, 2020",9826
World,OWID_WRL,"Feb 1, 2020",11946
World,OWID_WRL,"Feb 2, 2020",14554
World,OWID_WRL,"Feb 3, 2020",17372
World,OWID_WRL,"Feb 4, 2020",20615
World,OWID_WRL,"Feb 5, 2020",24522
World,OWID_WRL,"Feb 6, 2020",28273
World,OWID_WRL,"Feb 7, 2020",31491
